center_code,transfer_type
DC1308,"drop_off,courier,rider"
DC1452,"drop_off,courier,rider"
GELAB2885,"drop_off,courier,rider"
GELAB2964,"drop_off,courier,rider"
GELAB3530,"drop_off,courier,rider"
DC3310,"drop_off,courier,rider"
DC3845,"drop_off,courier,rider"
GELAB5290,"drop_off,courier,rider"
F616,"drop_off,courier,rider"
GELAB2176,"drop_off,courier,rider"
GELAB5634,"drop_off,courier,rider"
F910,"drop_off,courier,rider"
GELAB3403,"drop_off,courier,rider"
GELAB4539,"drop_off,courier,rider"
DC7996,"drop_off,courier,rider"
GELAB3165,"drop_off,courier,rider"
DC3735,"drop_off,courier,rider"
DC4708,"drop_off,courier,rider"
GEHC2300,"drop_off,courier,rider"
GELAB2405,"drop_off,courier,rider"
GELAB2583,"drop_off,courier,rider"
GELAB7395,"drop_off,courier,rider"
CC8236,"drop_off,courier,rider"
F887,"drop_off,courier,rider"
GELAB3266,"drop_off,courier,rider"
OLC7824,"drop_off,courier,rider"
DC3819,"drop_off,courier,rider"
GELAB4127,"drop_off,courier,rider"
GELAB2423,"drop_off,courier,rider"
DC4191,"drop_off,courier,rider"
GEHC2311,"drop_off,courier,rider"
DC11963,"drop_off,courier,rider"
GELAB2279,"drop_off,courier,rider"
GELAB4039,"drop_off,courier,rider"
DC11693,"drop_off,courier,rider"
DC5565,"drop_off,courier,rider"
CC3853,"drop_off,courier,rider"
DC6179,"drop_off,courier,rider"
F501,"drop_off,courier,rider"
GELAB2457,"drop_off,courier,rider"
GELAB2674,"drop_off,courier,rider"
GELAB5663,"drop_off,courier,rider"
GELAB2187,"drop_off,courier,rider"
GELAB5426,"drop_off,courier,rider"
DC10114,"drop_off,courier,rider"
GELAB10317,"drop_off,courier,rider"
DC12486,"drop_off,courier,rider"
319,"drop_off,courier,rider"
DC11555,"drop_off,courier,rider"
DC7429,"drop_off,courier,rider"
DC9360,"drop_off,courier,rider"
GELAB2418,"drop_off,courier,rider"
F241,"drop_off,courier,rider"
GELAB2379,"drop_off,courier,rider"
GELAB3496,"drop_off,courier,rider"
GELAB3107,"drop_off,courier,rider"
GELAB4013,"drop_off,courier,rider"
GELAB5271,"drop_off,courier,rider"
F562,"drop_off,courier,rider"
F954,"drop_off,courier,rider"
GELAB3677,"drop_off,courier,rider"
DC8924,"drop_off,courier,rider"
F871,"drop_off,courier,rider"
GELAB4245,"drop_off,courier,rider"
GELAB3627,"drop_off,courier,rider"
GELAB3232,"drop_off,courier,rider"
CC1430,"drop_off,courier,rider"
GELAB4835,"drop_off,courier,rider"
GELAB3678,"drop_off,courier,rider"
F477,"drop_off,courier,rider"
DC3399,"drop_off,courier,rider"
GELAB5496,"drop_off,courier,rider"
DC5616,"drop_off,courier,rider"
DC7204,"drop_off,courier,rider"
CC9099,"drop_off,courier,rider"
DC1509,"drop_off,courier,rider"
GELAB3809,"drop_off,courier,rider"
DC2125,"drop_off,courier,rider"
GELAB3252,"drop_off,courier,rider"
DC13028,"drop_off,courier,rider"
GELAB4175,"drop_off,courier,rider"
GELAB5211,"drop_off,courier,rider"
GELAB8672,"drop_off,courier,rider"
DC7628,"drop_off,courier,rider"
F909,"drop_off,courier,rider"
GELAB4834,"drop_off,courier,rider"
F1032,"drop_off,courier,rider"
GELAB3453,"drop_off,courier,rider"
GELAB11034,"drop_off,courier,rider"
GELAB2338,"drop_off,courier,rider"
GELAB3238,"drop_off,courier,rider"
DC5620,"drop_off,courier,rider"
GELAB4011,"drop_off,courier,rider"
GELAB2163,"drop_off,courier,rider"
GELAB3081,"drop_off,courier,rider"
F626,"drop_off,courier,rider"
F901,"drop_off,courier,rider"
GELAB2215,"drop_off,courier,rider"
DC12375,"drop_off,courier,rider"
GELAB3041,"drop_off,courier,rider"
GELAB3241,"drop_off,courier,rider"
F260,"drop_off,courier,rider"
GELAB3675,"drop_off,courier,rider"
DC5041,"drop_off,courier,rider"
F543,"drop_off,courier,rider"
DC8439,"drop_off,courier,rider"
GELAB2906,"drop_off,courier,rider"
GELAB5099,"drop_off,courier,rider"
DC8029,"drop_off,courier,rider"
GELAB3201,"drop_off,courier,rider"
DC11242,"drop_off,courier,rider"
GELAB3242,"drop_off,courier,rider"
DC8290,"drop_off,courier,rider"
DC1225,"drop_off,courier,rider"
F1090,"drop_off,courier,rider"
DC3707,"drop_off,courier,rider"
DC11753,"drop_off,courier,rider"
GELAB2873,"drop_off,courier,rider"
DC4279,"drop_off,courier,rider"
GELAB11112,"drop_off,courier,rider"
GELAB3673,"drop_off,courier,rider"
GEHC2308,"drop_off,courier,rider"
CC5140,"drop_off,courier,rider"
GELAB2210,"drop_off,courier,rider"
DC5670,"drop_off,courier,rider"
F995,"drop_off,courier,rider"
DC4887,"drop_off,courier,rider"
GELAB6548,"drop_off,courier,rider"
F207,"drop_off,courier,rider"
DC5567,"drop_off,courier,rider"
GELAB5172,"drop_off,courier,rider"
DC6753,"drop_off,courier,rider"
DC8190,"drop_off,courier,rider"
DC1310,"drop_off,courier,rider"
GEHC2298,"drop_off,courier,rider"
DC4378,"drop_off,courier,rider"
DC6327,"drop_off,courier,rider"
DC7442,"drop_off,courier,rider"
GELAB11033,"drop_off,courier,rider"
F216,"drop_off,courier,rider"
CC4299,"drop_off,courier,rider"
GELAB4696,"drop_off,courier,rider"
GELAB3924,"drop_off,courier,rider"
DC7383,"drop_off,courier,rider"
DC11194,"drop_off,courier,rider"
DC2697,"drop_off,courier,rider"
DC4284,"drop_off,courier,rider"
GELAB2335,"drop_off,courier,rider"
DC5618,"drop_off,courier,rider"
DC1560,"drop_off,courier,rider"
DC7662,"drop_off,courier,rider"
GELAB2201,"drop_off,courier,rider"
DC7635,"drop_off,courier,rider"
DC8089,"drop_off,courier,rider"
GELAB9149,"drop_off,courier,rider"
DC9352,"drop_off,courier,rider"
F862,"drop_off,courier,rider"
DC1402,"drop_off,courier,rider"
DC1535,"drop_off,courier,rider"
GELAB3630,"drop_off,courier,rider"
F1129,"drop_off,courier,rider"
GELAB5007,"drop_off,courier,rider"
CC7545,"drop_off,courier,rider"
DC13405,"drop_off,courier,rider"
GELAB5083,"drop_off,courier,rider"
DC11945,"drop_off,courier,rider"
GELAB5020,"drop_off,courier,rider"
DC10936,"drop_off,courier,rider"
F217,"drop_off,courier,rider"
F614,"drop_off,courier,rider"
GELAB3929,"drop_off,courier,rider"
GELAB4364,"drop_off,courier,rider"
DC3461,"drop_off,courier,rider"
DC4714,"drop_off,courier,rider"
F251,"drop_off,courier,rider"
F10169,"drop_off,courier,rider"
GELAB5103,"drop_off,courier,rider"
GELAB4002,"drop_off,courier,rider"
GELAB4873,"drop_off,courier,rider"
GELAB5442,"drop_off,courier,rider"
GELAB3256,"drop_off,courier,rider"
DC8253,"drop_off,courier,rider"
F1295,"drop_off,courier,rider"
GELAB12028,"drop_off,courier,rider"
F672,"drop_off,courier,rider"
DC4728,"drop_off,courier,rider"
DC7720,"drop_off,courier,rider"
GELAB2479,"drop_off,courier,rider"
DC8159,"drop_off,courier,rider"
F934,"drop_off,courier,rider"
GEHC2459,"drop_off,courier,rider"
GELAB5478,"drop_off,courier,rider"
DC3758,"drop_off,courier,rider"
DC3349,"drop_off,courier,rider"
GELAB4855,"drop_off,courier,rider"
DC4710,"drop_off,courier,rider"
DC8182,"drop_off,courier,rider"
GELAB1885,"drop_off,courier,rider"
DC4717,"drop_off,courier,rider"
GELAB2216,"drop_off,courier,rider"
GELAB4989,"drop_off,courier,rider"
GELAB3409,"drop_off,courier,rider"
F1336,"drop_off,courier,rider"
F619,"drop_off,courier,rider"
GELAB2963,"drop_off,courier,rider"
GELAB5080,"drop_off,courier,rider"
GELAB3027,"drop_off,courier,rider"
GELAB6878,"drop_off,courier,rider"
DC8605,"drop_off,courier,rider"
GELAB5028,"drop_off,courier,rider"
F636,"drop_off,courier,rider"
DC12697,"drop_off,courier,rider"
DC4287,"drop_off,courier,rider"
DC6233,"drop_off,courier,rider"
DC7432,"drop_off,courier,rider"
GELAB2980,"drop_off,courier,rider"
GELAB3217,"drop_off,courier,rider"
DC7431,"drop_off,courier,rider"
F1322,"drop_off,courier,rider"
DC8142,"drop_off,courier,rider"
DC8085,"drop_off,courier,rider"
GELAB3184,"drop_off,courier,rider"
DC3700,"drop_off,courier,rider"
DC4883,"drop_off,courier,rider"
DC9778,"drop_off,courier,rider"
DC12197,"drop_off,courier,rider"
GELAB3682,"drop_off,courier,rider"
DC8489,"drop_off,courier,rider"
F541,"drop_off,courier,rider"
OLC7085,"drop_off,courier,rider"
DC9653,"drop_off,courier,rider"
DC12710,"drop_off,courier,rider"
CC12615,"drop_off,courier,rider"
GELAB2213,"drop_off,courier,rider"
DC12317,"drop_off,courier,rider"
F1365,"drop_off,courier,rider"
GELAB4081,"drop_off,courier,rider"
DC9268,"drop_off,courier,rider"
GELAB3110,"drop_off,courier,rider"
CC6401,"drop_off,courier,rider"
DC3212,"drop_off,courier,rider"
DC6180,"drop_off,courier,rider"
DC8291,"drop_off,courier,rider"
F519,"drop_off,courier,rider"
DC7634,"drop_off,courier,rider"
GELAB4004,"drop_off,courier,rider"
DC9441,"drop_off,courier,rider"
GELAB2872,"drop_off,courier,rider"
GELAB2244,"drop_off,courier,rider"
GELAB2953,"drop_off,courier,rider"
DC8084,"drop_off,courier,rider"
DC3363,"drop_off,courier,rider"
F625,"drop_off,courier,rider"
DC3699,"drop_off,courier,rider"
DC8143,"drop_off,courier,rider"
DC4484,"drop_off,courier,rider"
GELAB3199,"drop_off,courier,rider"
DC5686,"drop_off,courier,rider"
DC7806,"drop_off,courier,rider"
CC11988,"drop_off,courier,rider"
CC1468,"drop_off,courier,rider"
DC7627,"drop_off,courier,rider"
DC8083,"drop_off,courier,rider"
GELAB2228,"drop_off,courier,rider"
DC3945,"drop_off,courier,rider"
DC10583,"drop_off,courier,rider"
F10159,"drop_off,courier,rider"
DC1227,"drop_off,courier,rider"
DC8289,"drop_off,courier,rider"
F470,"drop_off,courier,rider"
F742,"drop_off,courier,rider"
DC12367,"drop_off,courier,rider"
DC11192,"drop_off,courier,rider"
F600,"drop_off,courier,rider"
GELAB2660,"drop_off,courier,rider"
CC1811,"drop_off,courier,rider"
GELAB2166,"drop_off,courier,rider"
DC11645,"drop_off,courier,rider"
GELAB4134,"drop_off,courier,rider"
GELAB2221,"drop_off,courier,rider"
CC3854,"drop_off,courier,rider"
F506,"drop_off,courier,rider"
F908,"drop_off,courier,rider"
GELAB2905,"drop_off,courier,rider"
F1330,"drop_off,courier,rider"
GELAB2955,"drop_off,courier,rider"
GELAB4016,"drop_off,courier,rider"
DC5609,"drop_off,courier,rider"
GELAB4240,"drop_off,courier,rider"
DC4046,"drop_off,courier,rider"
GELAB3370,"drop_off,courier,rider"
GELAB4164,"drop_off,courier,rider"
CC9192,"drop_off,courier,rider"
GELAB4837,"drop_off,courier,rider"
DC8181,"drop_off,courier,rider"
GELAB3392,"drop_off,courier,rider"
DC12510,"drop_off,courier,rider"
DC7718,"drop_off,courier,rider"
DC8091,"drop_off,courier,rider"
GELAB2207,"drop_off,courier,rider"
GELAB2997,"drop_off,courier,rider"
DC8443,"drop_off,courier,rider"
DC1228,"drop_off,courier,rider"
GELAB6544,"drop_off,courier,rider"
GELAB3941,"drop_off,courier,rider"
DC2432,"drop_off,courier,rider"
DC10567,"drop_off,courier,rider"
GELAB2706,"drop_off,courier,rider"
CC3340,"drop_off,courier,rider"
DC4914,"drop_off,courier,rider"
GELAB2981,"drop_off,courier,rider"
DC3084,"drop_off,courier,rider"
GELAB3236,"drop_off,courier,rider"
GELAB2421,"drop_off,courier,rider"
DC3828,"drop_off,courier,rider"
DC7035,"drop_off,courier,rider"
DC9732,"drop_off,courier,rider"
F479,"drop_off,courier,rider"
F222,"drop_off,courier,rider"
GELAB3770,"drop_off,courier,rider"
GELAB7504,"drop_off,courier,rider"
F420,"drop_off,courier,rider"
DC3348,"drop_off,courier,rider"
CC2067,"drop_off,courier,rider"
GELAB4975,"drop_off,courier,rider"
DC8071,"drop_off,courier,rider"
DC12383,"drop_off,courier,rider"
CC2254,"drop_off,courier,rider"
GELAB2937,"drop_off,courier,rider"
GELAB2415,"drop_off,courier,rider"
GELAB2463,"drop_off,courier,rider"
GELAB3632,"drop_off,courier,rider"
GELAB10981,"drop_off,courier,rider"
GELAB2162,"drop_off,courier,rider"
GELAB4249,"drop_off,courier,rider"
CC6867,"drop_off,courier,rider"
DC10107,"drop_off,courier,rider"
CC10491,"drop_off,courier,rider"
F491,"drop_off,courier,rider"
DC1984,"drop_off,courier,rider"
GELAB2209,"drop_off,courier,rider"
DC2987,"drop_off,courier,rider"
DC8027,"drop_off,courier,rider"
GELAB3935,"drop_off,courier,rider"
DC8458,"drop_off,courier,rider"
DC1263,"drop_off,courier,rider"
DC8343,"drop_off,courier,rider"
GELAB2248,"drop_off,courier,rider"
GELAB11108,"drop_off,courier,rider"
DC1401,"drop_off,courier,rider"
GEHC2275,"drop_off,courier,rider"
GELAB3494,"drop_off,courier,rider"
GEHC2449,"drop_off,courier,rider"
GELAB11769,"drop_off,courier,rider"
GELAB2358,"drop_off,courier,rider"
GELAB3185,"drop_off,courier,rider"
GEHC2290,"drop_off,courier,rider"
DC10568,"drop_off,courier,rider"
DC5617,"drop_off,courier,rider"
DC11562,"drop_off,courier,rider"
F606,"drop_off,courier,rider"
GELAB2239,"drop_off,courier,rider"
GELAB2333,"drop_off,courier,rider"
GELAB3111,"drop_off,courier,rider"
GELAB3535,"drop_off,courier,rider"
F443,"drop_off,courier,rider"
DC12758,"drop_off,courier,rider"
F812,"drop_off,courier,rider"
DC9574,"drop_off,courier,rider"
GELAB3416,"drop_off,courier,rider"
GELAB3711,"drop_off,courier,rider"
DC7626,"drop_off,courier,rider"
DC8081,"drop_off,courier,rider"
F507,"drop_off,courier,rider"
GELAB2161,"drop_off,courier,rider"
GELAB2292,"drop_off,courier,rider"
GELAB3020,"drop_off,courier,rider"
DC9854,"drop_off,courier,rider"
GELAB4584,"drop_off,courier,rider"
DC12563,"drop_off,courier,rider"
DC6185,"drop_off,courier,rider"
CC10843,"drop_off,courier,rider"
DC2841,"drop_off,courier,rider"
F567,"drop_off,courier,rider"
F400,"drop_off,courier,rider"
DC2518,"drop_off,courier,rider"
GELAB3444,"drop_off,courier,rider"
DC4572,"drop_off,courier,rider"
CC10777,"drop_off,courier,rider"
CC11084,"drop_off,courier,rider"
DC338,"drop_off,courier,rider"
F912,"drop_off,courier,rider"
GELAB2211,"drop_off,courier,rider"
GELAB4358,"drop_off,courier,rider"
GELAB11269,"drop_off,courier,rider"
DC13516,"drop_off,courier,rider"
GELAB4949,"drop_off,courier,rider"
DC7428,"drop_off,courier,rider"
F884,"drop_off,courier,rider"
DC8186,"drop_off,courier,rider"
GELAB2424,"drop_off,courier,rider"
DC3346,"drop_off,courier,rider"
GELAB2332,"drop_off,courier,rider"
GELAB5627,"drop_off,courier,rider"
F1109,"drop_off,courier,rider"
GELAB3385,"drop_off,courier,rider"
GELAB5232,"drop_off,courier,rider"
F504,"drop_off,courier,rider"
GELAB2293,"drop_off,courier,rider"
DC2994,"drop_off,courier,rider"
GELAB13511,"drop_off,courier,rider"
DC8080,"drop_off,courier,rider"
CC12836,"drop_off,courier,rider"
DC8070,"drop_off,courier,rider"
GELAB4940,"drop_off,courier,rider"
F761,"drop_off,courier,rider"
GELAB5531,"drop_off,courier,rider"
DC9113,"drop_off,courier,rider"
CC13263,"drop_off,courier,rider"
F555,"drop_off,courier,rider"
DC3852,"drop_off,courier,rider"
DC3936,"drop_off,courier,rider"
INV001,"drop_off,courier,rider"
DC1224,"drop_off,courier,rider"
GELAB4286,"drop_off,courier,rider"
GELAB2341,"drop_off,courier,rider"
GELAB5237,"drop_off,courier,rider"
GELAB5560,"drop_off,courier,rider"
DC7433,"drop_off,courier,rider"
GELAB2219,"drop_off,courier,rider"
DC6744,"drop_off,courier,rider"
GELAB3410,"drop_off,courier,rider"
GELAB2373,"drop_off,courier,rider"
DC6745,"drop_off,courier,rider"
DC11403,"drop_off,courier,rider"
DC8090,"drop_off,courier,rider"
DC9951,"drop_off,courier,rider"
GELAB4782,"drop_off,courier,rider"
DC8188,"drop_off,courier,rider"
F588,"drop_off,courier,rider"
DC7639,"drop_off,courier,rider"
F885,"drop_off,courier,rider"
GELAB2346,"drop_off,courier,rider"
DC8075,"drop_off,courier,rider"
F1161,"drop_off,courier,rider"
F1020,"drop_off,courier,rider"
GELAB2404,"drop_off,courier,rider"
F262,"drop_off,courier,rider"
GELAB3042,"drop_off,courier,rider"
GELAB3072,"drop_off,courier,rider"
GELAB5489,"drop_off,courier,rider"
GEHC2299,"drop_off,courier,rider"
F655,"drop_off,courier,rider"
F422,"drop_off,courier,rider"
F456,"drop_off,courier,rider"
DC6328,"drop_off,courier,rider"
GELAB2386,"drop_off,courier,rider"
DC13200,"drop_off,courier,rider"
GELAB2400,"drop_off,courier,rider"
DC4811,"drop_off,courier,rider"
GELAB5664,"drop_off,courier,rider"
GELAB3862,"drop_off,courier,rider"
DC5840,"drop_off,courier,rider"
F1288,"drop_off,courier,rider"
GELAB2217,"drop_off,courier,rider"
CC11578,"drop_off,courier,rider"
GELAB3646,"drop_off,courier,rider"
GELAB5289,"drop_off,courier,rider"
DC10811,"drop_off,courier,rider"
GEHC2273,"drop_off,courier,rider"
GELAB3679,"drop_off,courier,rider"
DC7203,"drop_off,courier,rider"
DC7879,"drop_off,courier,rider"
CC11089,"drop_off,courier,rider"
F1073,"drop_off,courier,rider"
GELAB2783,"drop_off,courier,rider"
DC3698,"drop_off,courier,rider"
DC8185,"drop_off,courier,rider"
GELAB2194,"drop_off,courier,rider"
CC10840,"drop_off,courier,rider"
GELAB2245,"drop_off,courier,rider"
GELAB3321,"drop_off,courier,rider"
DC4886,"drop_off,courier,rider"
GELAB2214,"drop_off,courier,rider"
GELAB4415,"drop_off,courier,rider"
GELAB4663,"drop_off,courier,rider"
DC7208,"drop_off,courier,rider"
GELAB2222,"drop_off,courier,rider"
GELAB3437,"drop_off,courier,rider"
F865,"drop_off,courier,rider"
GELAB5265,"drop_off,courier,rider"
F719,"drop_off,courier,rider"
DC4884,"drop_off,courier,rider"
GELAB5157,"drop_off,courier,rider"
GELAB2883,"drop_off,courier,rider"
GELAB4477,"drop_off,courier,rider"
DC12273,"drop_off,courier,rider"
GELAB5269,"drop_off,courier,rider"
F252,"drop_off,courier,rider"
F250,"drop_off,courier,rider"
GELAB3017,"drop_off,courier,rider"
DC3721,"drop_off,courier,rider"
DC3943,"drop_off,courier,rider"
DC4824,"drop_off,courier,rider"
GELAB2482,"drop_off,courier,rider"
F261,"drop_off,courier,rider"
DC6293,"drop_off,courier,rider"
GELAB2673,"drop_off,courier,rider"
GELAB4417,"drop_off,courier,rider"
GELAB5248,"drop_off,courier,rider"
F560,"drop_off,courier,rider"
GELAB2931,"drop_off,courier,rider"
DC13456,"drop_off,courier,rider"
GELAB4465,"drop_off,courier,rider"
DC7807,"drop_off,courier,rider"
GELAB3330,"drop_off,courier,rider"
GELAB5612,"drop_off,courier,rider"
DC4951,"drop_off,courier,rider"
GELAB12144,"drop_off,courier,rider"
GELAB3534,"drop_off,courier,rider"
DC6579,"drop_off,courier,rider"
F517,"drop_off,courier,rider"
CC11048,"drop_off,courier,rider"
GELAB2427,"drop_off,courier,rider"
DC4716,"drop_off,courier,rider"
DC4888,"drop_off,courier,rider"
DC10733,"drop_off,courier,rider"
DC11193,"drop_off,courier,rider"
GELAB4507,"drop_off,courier,rider"
DC13457,"drop_off,courier,rider"
GELAB5082,"drop_off,courier,rider"
CC10490,"drop_off,courier,rider"
DC1309,"drop_off,courier,rider"
CC2011,"drop_off,courier,rider"
DC6663,"drop_off,courier,rider"
F199,"drop_off,courier,rider"
F215,"drop_off,courier,rider"
DC4178,"drop_off,courier,rider"
GELAB3829,"drop_off,courier,rider"
GELAB2174,"drop_off,courier,rider"
GELAB2364,"drop_off,courier,rider"
GELAB3996,"drop_off,courier,rider"
DC8547,"drop_off,courier,rider"
GELAB2422,"drop_off,courier,rider"
DC3716,"drop_off,courier,rider"
CC333,"drop_off,courier,rider"
GELAB2172,"drop_off,courier,rider"
F623,"drop_off,courier,rider"
F886,"drop_off,courier,rider"
DC3302,"drop_off,courier,rider"
GELAB5161,"drop_off,courier,rider"
DC8518,"drop_off,courier,rider"
GELAB3529,"drop_off,courier,rider"
DC4715,"drop_off,courier,rider"
DC2984,"drop_off,courier,rider"
DC4725,"drop_off,courier,rider"
DC7868,"drop_off,courier,rider"
F1121,"drop_off,courier,rider"
F268,"drop_off,courier,rider"
GELAB8073,"drop_off,courier,rider"
GELAB3625,"drop_off,courier,rider"
DC3717,"drop_off,courier,rider"
GELAB4114,"drop_off,courier,rider"
DC7319,"drop_off,courier,rider"
GELAB2184,"drop_off,courier,rider"
DC6330,"drop_off,courier,rider"
F174,"drop_off,courier,rider"
GELAB3176,"drop_off,courier,rider"
GELAB3748,"drop_off,courier,rider"
